"","recid","province","department","dcode","year","month","dip","pres","total","ucr","pj","soc","con","enp","urb","lit","pop"
"3252",9191,"Buenos Aires","Roque Perez",1099,1983,NA,1,0,6508,3850,1993,NA,NA,2.23833966255188,0.616247472167021,0.93345183134079,9369.90909090909
"3253",9716,"Buenos Aires","Roque Perez",1099,1985,NA,1,0,6298,3210,664,NA,30,3.03833365440369,0.636458054184924,0.938801378011703,9437.18181818181
"3254",10242,"Buenos Aires","Roque Perez",1099,1987,NA,1,0,6471,3040,2409,NA,NA,2.73350667953491,0.656668636202827,0.944150924682617,9504.45454545454
"3255",10783,"Buenos Aires","Roque Perez",1099,1989,NA,1,0,6467,2511,2573,NA,NA,3.15903258323669,0.67687921822073,0.949500471353531,9571.72727272726
"3256",2343,"Buenos Aires","Roque Perez",1099,1989,NA,0,1,6477,2610,2654,NA,NA,3.04915499687195,0.67687921822073,0.949500471353531,9571.72727272726
"3257",11299,"Buenos Aires","Roque Perez",1099,1991,NA,1,0,6363,2529,2526,NA,13,3.06653952598572,0.697089800238633,0.954850018024445,9639
"3258",11827,"Buenos Aires","Roque Perez",1099,1993,NA,1,0,6504,2604,2548,NA,NA,3.07811903953552,0.717300382256536,0.959530019760132,9891.60000000001
"3259",12364,"Buenos Aires","Roque Perez",1099,1995,NA,1,0,6636,2267,3095,NA,NA,2.86643981933594,0.737510964274438,0.96421002149582,10144.2
"3260",2865,"Buenos Aires","Roque Perez",1099,1995,NA,0,1,6653,2086,3145,NA,NA,2.88584899902344,0.737510964274438,0.96421002149582,10144.2
"3261",12898,"Buenos Aires","Roque Perez",1099,1997,NA,1,0,6535,2935,2919,NA,NA,2.46345233917236,0.757721546292341,0.968890023231507,10396.8
"3262",3401,"Buenos Aires","Roque Perez",1099,1999,NA,0,1,6892,3396,2313,NA,NA,2.75073003768921,0.777932128310244,0.973570024967194,10649.4
"3263",13428,"Buenos Aires","Roque Perez",1099,1999,NA,1,0,6861,3220,2235,NA,NA,2.96849632263184,0.777932128310244,0.973570024967194,10649.4
"3264",13970,"Buenos Aires","Roque Perez",1099,2001,NA,1,0,4673,1602,2134,NA,NA,2.99833178520203,0.798142710328147,0.978250026702881,10902
"3265",17378,"Buenos Aires","Roque Perez",1099,2003,NA,1,0,6602,1829,2784,NA,18,3.46523976325989,0.81835329234605,0.982930028438567,11159.0583680715
"3266",4320,"Buenos Aires","Roque Perez",1099,2003,NA,0,1,6668,195,3305,38,NA,6.14103221893311,0.81835329234605,0.982930028438567,11159.0583680715
"3267",6026,"Buenos Aires","Saavedra",1100,1914,NA,1,0,573,318,NA,0,255,1.97611165046692,0.529472291469574,0.774324176772948,10688
"3268",6207,"Buenos Aires","Saavedra",1100,1916,NA,1,0,861,521,NA,0,340,1.9153550863266,0.528714127612836,0.782509982585907,10986.8484848485
"3269",6519,"Buenos Aires","Saavedra",1100,1918,NA,1,0,974,778,NA,26,170,1.49430727958679,0.527955963756099,0.790695788398866,11285.696969697
"3270",6778,"Buenos Aires","Saavedra",1100,1920,NA,1,0,901,683,NA,60,158,1.6398264169693,0.527197799899361,0.798881594211824,11584.5454545455
"3271",116,"Buenos Aires","Saavedra",1100,1922,NA,0,1,1029,695,NA,75,259,1.90531206130981,0.526439636042624,0.807067400024783,11883.393939394
"3272",7056,"Buenos Aires","Saavedra",1100,1926,NA,1,0,958,801,NA,32,123,1.39529132843018,0.524923308329149,0.8234390116507,12481.0909090909
"3273",452,"Buenos Aires","Saavedra",1100,1928,NA,0,1,1792,1431,NA,19,265,1.51169812679291,0.524165144472411,0.831624817463659,12779.9393939394
"3274",7428,"Buenos Aires","Saavedra",1100,1930,NA,1,0,1875,1173,NA,48,654,1.94669127464294,0.523406980615674,0.839810623276618,13078.7878787879
"3275",909,"Buenos Aires","Saavedra",1100,1946,NA,0,1,3338,1768,1499,NA,71,2.07187080383301,0.517341669761773,0.905297069780288,15469.5757575758
"3276",14992,"Buenos Aires","Saavedra",1100,1948,3,1,0,2840,1062,1679,54,2,2.04106950759888,0.522784819969765,0.911092246120627,15721.8461538462
"3277",15289,"Buenos Aires","Saavedra",1100,1948,12,1,0,2938,1010,1768,NA,NA,2.07375502586365,0.522784819969765,0.911092246120627,15721.8461538462
"3278",7891,"Buenos Aires","Saavedra",1100,1954,NA,1,0,7779,3351,4117,13,178,2.14429473876953,0.557718212787922,0.921305886723779,16338.9230769231
"3279",14515,"Buenos Aires","Saavedra",1100,1957,NA,1,0,8510,4655,1893,447,873,4.81493616104126,0.575184909197,0.926412707025355,16647.4615384615
"3280",1361,"Buenos Aires","Saavedra",1100,1958,NA,0,1,9111,6205,52,402,503,3.94796347618103,0.581007141333361,0.928114980459213,16750.3076923077
"3281",15591,"Buenos Aires","Saavedra",1100,1960,NA,1,0,8782,4493,1489,NA,589,4.7890453338623,0.592651605606079,0.931519527326931,16956
"3282",8325,"Buenos Aires","Saavedra",1100,1962,NA,1,0,8840,4499,2104,NA,253,4.60281896591187,0.605114209651946,0.934924074194648,16983
"3283",5536,"Buenos Aires","Saavedra",1100,1963,NA,0,1,9056,4250,1558,NA,775,5.39955759048462,0.61134551167488,0.936626347628507,16996.5
"3284",15988,"Buenos Aires","Saavedra",1100,1963,NA,1,0,8959,4255,1588,NA,756,5.21430969238281,0.61134551167488,0.936626347628507,16996.5
"3285",8758,"Buenos Aires","Saavedra",1100,1965,NA,1,0,9069,3673,2820,NA,437,4.80332899093628,0.623808115720749,0.940030894496224,17023.5
"3286",16460,"Buenos Aires","Saavedra",1100,1973,3,1,0,10444,2424,4317,NA,NA,3.78074240684509,0.675365793704987,0.953649081967094,17457.3
"3287",4483,"Buenos Aires","Saavedra",1100,1973,3,0,1,10458,2398,4329,NA,NA,3.74518775939941,0.675365793704987,0.953649081967094,17457.3
"3288",5028,"Buenos Aires","Saavedra",1100,1973,9,0,1,10229,2706,4543,NA,NA,3.20323514938354,0.675365793704987,0.953649081967094,17457.3
"3289",1806,"Buenos Aires","Saavedra",1100,1983,NA,0,1,11586,6663,3540,NA,NA,2.33927345275879,0.743369686603545,0.970671816305681,18610.6363636364
"3290",9192,"Buenos Aires","Saavedra",1100,1983,NA,1,0,11550,6334,3436,NA,NA,2.52570056915283,0.743369686603545,0.970671816305681,18610.6363636364
"3291",9717,"Buenos Aires","Saavedra",1100,1985,NA,1,0,11303,5482,413,NA,47,2.98819279670715,0.756970465183256,0.974076363173398,18809.7272727273
"3292",10243,"Buenos Aires","Saavedra",1100,1987,NA,1,0,11611,4895,4533,NA,NA,2.9490532875061,0.770571243762967,0.977480910041116,19008.8181818182
"3293",2250,"Buenos Aires","Saavedra",1100,1989,NA,0,1,11917,4684,4758,NA,NA,3.3615391254425,0.784172022342679,0.980885456908833,19207.9090909091
"3294",10690,"Buenos Aires","Saavedra",1100,1989,NA,1,0,11862,4097,4635,NA,NA,3.50443816184998,0.784172022342679,0.980885456908833,19207.9090909091
"3295",11300,"Buenos Aires","Saavedra",1100,1991,NA,1,0,11652,3031,5686,NA,0,3.07537436485291,0.79777280092239,0.98429000377655,19407
"3296",11828,"Buenos Aires","Saavedra",1100,1993,NA,1,0,11679,3935,4517,NA,NA,3.53727698326111,0.811373579502101,0.985510003566742,19468.6
"3297",12365,"Buenos Aires","Saavedra",1100,1995,NA,1,0,12615,4095,5299,NA,NA,3.1616370677948,0.824974358081812,0.986730003356934,19530.2
"3298",2866,"Buenos Aires","Saavedra",1100,1995,NA,0,1,12696,3342,5273,NA,NA,3.15973043441772,0.824974358081812,0.986730003356934,19530.2
"3299",12899,"Buenos Aires","Saavedra",1100,1997,NA,1,0,12578,6511,5006,NA,NA,2.33568978309631,0.838575136661524,0.987950003147125,19591.8
"3300",13429,"Buenos Aires","Saavedra",1100,1999,NA,1,0,13286,6896,4453,NA,NA,2.57560467720032,0.852175915241235,0.989170002937317,19653.4
"3301",3402,"Buenos Aires","Saavedra",1100,1999,NA,0,1,13408,7268,4299,NA,NA,2.47803640365601,0.852175915241235,0.989170002937317,19653.4
"3302",13971,"Buenos Aires","Saavedra",1100,2001,NA,1,0,8246,2318,2473,NA,NA,4.41250896453857,0.865776693820946,0.990390002727509,19715
"3303",17367,"Buenos Aires","Saavedra",1100,2003,NA,1,0,12031,2932,4929,NA,73,3.98430180549622,0.879377472400657,0.9916100025177,19776.7446543087
"3304",4310,"Buenos Aires","Saavedra",1100,2003,NA,0,1,12389,182,5445,92,NA,5.74051380157471,0.879377472400657,0.9916100025177,19776.7446543087
"3305",6027,"Buenos Aires","Saladillo",1101,1914,NA,1,0,1758,1249,NA,0,509,1.6989688873291,0.32401180267334,0.638017110286217,19024
"3306",6208,"Buenos Aires","Saladillo",1101,1916,NA,1,0,2000,1299,NA,0,701,1.83587121963501,0.323631275783886,0.650070011615753,19361.3939393939
"3307",6520,"Buenos Aires","Saladillo",1101,1918,NA,1,0,1925,1521,NA,27,377,1.5086213350296,0.323250748894431,0.662122912945287,19698.7878787878
"3308",6779,"Buenos Aires","Saladillo",1101,1920,NA,1,0,1806,1383,NA,62,361,1.59348726272583,0.322870222004977,0.67417581427482,20036.1818181818
"3309",117,"Buenos Aires","Saladillo",1101,1922,NA,0,1,2087,1717,NA,73,297,1.43198657035828,0.322489695115523,0.686228715604353,20373.5757575757
"3310",7057,"Buenos Aires","Saladillo",1101,1926,NA,1,0,1972,1568,NA,76,295,1.52351140975952,0.321728641336614,0.710334518263418,21048.3636363636
"3311",453,"Buenos Aires","Saladillo",1101,1928,NA,0,1,3392,2463,NA,56,710,1.74398481845856,0.32134811444716,0.72238741959295,21385.7575757576
"3312",7429,"Buenos Aires","Saladillo",1101,1930,NA,1,0,3606,2591,NA,49,966,1.70002770423889,0.320967587557706,0.734440320922483,21723.1515151515
"3313",910,"Buenos Aires","Saladillo",1101,1946,NA,0,1,5635,3305,2216,NA,114,2.00377821922302,0.317923372442072,0.830863531558744,24422.303030303
"3314",14993,"Buenos Aires","Saladillo",1101,1948,3,1,0,4611,1995,2266,115,45,2.3235068321228,0.336704616363228,0.839626573703505,24511.2307692308
"3315",15290,"Buenos Aires","Saladillo",1101,1948,12,1,0,3624,771,2540,NA,NA,1.8494039773941,0.336704616363228,0.839626573703505,24511.2307692308
"3316",7892,"Buenos Aires","Saladillo",1101,1954,NA,1,0,13220,6554,6374,6,86,2.09027218818665,0.450533660558548,0.856046122583476,24032.6153846154
"3317",14516,"Buenos Aires","Saladillo",1101,1957,NA,1,0,12895,9463,2025,280,450,3.35447144508362,0.507448182656212,0.864255897023461,23793.3076923077
"3318",1362,"Buenos Aires","Saladillo",1101,1958,NA,0,1,13572,12361,36,189,134,2.39580798149109,0.526419690022102,0.866992488503456,23713.5384615385
"3319",15592,"Buenos Aires","Saladillo",1101,1960,NA,1,0,13338,8707,2440,NA,120,3.82290148735046,0.564362704753876,0.872465671463446,23554
"3320",8326,"Buenos Aires","Saladillo",1101,1962,NA,1,0,13860,8827,3540,NA,67,3.50950050354004,0.57053040266037,0.877938854423435,23486
"3321",15989,"Buenos Aires","Saladillo",1101,1963,NA,1,0,13718,10041,1602,NA,372,3.28798246383667,0.573614251613617,0.880675445903431,23452
"3322",5537,"Buenos Aires","Saladillo",1101,1963,NA,0,1,13892,10106,1679,NA,390,3.33308386802673,0.573614251613617,0.880675445903431,23452
"3323",8759,"Buenos Aires","Saladillo",1101,1965,NA,1,0,14079,8404,4088,NA,123,3.32093930244446,0.579781949520111,0.886148628863421,23384
"3324",4484,"Buenos Aires","Saladillo",1101,1973,3,0,1,15770,6116,6554,NA,NA,2.96570706367493,0.610991162061691,0.908041360703381,23667.9
"3325",16461,"Buenos Aires","Saladillo",1101,1973,3,1,0,15745,6113,6558,NA,NA,2.96037316322327,0.610991162061691,0.908041360703381,23667.9
"3326",5021,"Buenos Aires","Saladillo",1101,1973,9,0,1,15487,6130,7074,NA,NA,2.67280912399292,0.610991162061691,0.908041360703381,23667.9
"3327",9193,"Buenos Aires","Saladillo",1101,1983,NA,1,0,16776,9285,6179,NA,NA,2.25640726089478,0.663624387979509,0.935407275503332,25128.7272727273
"3328",1807,"Buenos Aires","Saladillo",1101,1983,NA,0,1,16833,9383,6434,NA,NA,2.18532562255859,0.663624387979509,0.935407275503332,25128.7272727273
"3329",9718,"Buenos Aires","Saladillo",1101,1985,NA,1,0,16445,8395,498,NA,0,2.78773927688599,0.674151033163072,0.940880458463321,25396.5454545455
"3330",10244,"Buenos Aires","Saladillo",1101,1987,NA,1,0,17177,8204,6868,NA,NA,2.54421591758728,0.684677678346636,0.946353641423312,25664.3636363636
"3331",10784,"Buenos Aires","Saladillo",1101,1989,NA,1,0,17395,6633,7550,NA,NA,3.00507688522339,0.6952043235302,0.951826824383302,25932.1818181818
"3332",2344,"Buenos Aires","Saladillo",1101,1989,NA,0,1,17481,7041,7794,NA,NA,2.85263824462891,0.6952043235302,0.951826824383302,25932.1818181818
"3333",11301,"Buenos Aires","Saladillo",1101,1991,NA,1,0,17216,7271,7352,NA,9,2.73923969268799,0.705730968713764,0.957300007343292,26200
"3334",11829,"Buenos Aires","Saladillo",1101,1993,NA,1,0,17237,7059,7160,NA,NA,2.87829399108887,0.716257613897328,0.961212003231048,26880
"3335",12366,"Buenos Aires","Saladillo",1101,1995,NA,1,0,17808,6558,7682,NA,NA,2.96111369132996,0.726784259080892,0.965123999118805,27560
"3336",2867,"Buenos Aires","Saladillo",1101,1995,NA,0,1,17899,5781,7864,NA,NA,3.04632091522217,0.726784259080892,0.965123999118805,27560
"3337",12900,"Buenos Aires","Saladillo",1101,1997,NA,1,0,17747,8865,7382,NA,NA,2.35576605796814,0.737310904264456,0.969035995006561,28240
"3338",3403,"Buenos Aires","Saladillo",1101,1999,NA,0,1,19032,9674,5883,NA,NA,2.75844216346741,0.74783754944802,0.972947990894318,28920
"3339",13430,"Buenos Aires","Saladillo",1101,1999,NA,1,0,18943,9404,5747,NA,NA,2.86581873893738,0.74783754944802,0.972947990894318,28920
"3340",13972,"Buenos Aires","Saladillo",1101,2001,NA,1,0,12257,4346,4462,NA,NA,3.65303921699524,0.758364194631584,0.976859986782074,29600
"3341",17379,"Buenos Aires","Saladillo",1101,2003,NA,1,0,17859,6462,4509,NA,144,4.02910089492798,0.768890839815148,0.980771982669831,30291.8982661401
"3342",4321,"Buenos Aires","Saladillo",1101,2003,NA,0,1,18801,877,9619,96,NA,6.52874851226807,0.768890839815148,0.980771982669831,30291.8982661401
"3343",5539,"Buenos Aires","Salliquelo",1102,1963,NA,0,1,3306,1948,478,NA,94,3.20274066925049,0.727004629373548,0.947215950489043,5468.07430666439
"3344",15991,"Buenos Aires","Salliquelo",1102,1963,NA,1,0,3270,1945,431,NA,76,3.16012096405029,0.727004629373548,0.947215950489043,5468.07430666439
"3345",8761,"Buenos Aires","Saliquello",1102,1965,NA,1,0,3225,1846,792,NA,27,2.88510608673096,0.731207698583601,0.948981952667235,5656.37853843076
"3346",16463,"Buenos Aires","Salliquelo",1102,1973,3,1,0,4058,2114,1422,NA,NA,2.51325464248657,0.748019975423813,0.956045961380004,6471.29999999999
"3347",4486,"Buenos Aires","Salliquelo",1102,1973,3,0,1,4062,2133,1442,NA,NA,2.4671573638916,0.748019975423813,0.956045961380004,6471.29999999999
"3348",5011,"Buenos Aires","Salliquelo",1102,1973,9,0,1,3942,1907,1558,NA,NA,2.52601933479309,0.748019975423813,0.956045961380004,6471.29999999999
"3349",1808,"Buenos Aires","Saliquelo",1102,1983,NA,0,1,4896,2777,1813,NA,NA,2.17408609390259,0.769035321474074,0.964875972270965,7544.63636363635
"3350",9194,"Buenos Aires","Saliquelo",1102,1983,NA,1,0,4880,2751,1807,NA,NA,2.19174718856812,0.769035321474074,0.964875972270965,7544.63636363635
"3351",9719,"Buenos Aires","Saliquelo",1102,1985,NA,1,0,4908,2554,47,NA,14,2.54399919509888,0.773238390684125,0.966641974449157,7769.72727272726
"3352",10245,"Buenos Aires","Saliquelo",1102,1987,NA,1,0,5289,2542,2341,NA,NA,2.3334321975708,0.777441459894177,0.96840797662735,7994.81818181818
"3353",10675,"Buenos Aires","Saliquelo",1102,1989,NA,1,0,5358,2282,2163,NA,NA,2.98107981681824,0.781644529104228,0.970173978805542,8219.90909090909
"3354",2235,"Buenos Aires","Saliquelo",1102,1989,NA,0,1,5362,2392,2185,NA,NA,2.88609457015991,0.781644529104228,0.970173978805542,8219.90909090909
"3355",11302,"Buenos Aires","Saliquelo",1102,1991,NA,1,0,5520,2014,2907,NA,0,2.40625381469727,0.785847598314279,0.971939980983734,8445
"3356",11830,"Buenos Aires","Saliquelo",1102,1993,NA,1,0,5508,1850,3122,NA,NA,2.29087495803833,0.790050667524331,0.973705983161926,8492.4
"3357",12367,"Buenos Aires","Salliquelo",1102,1995,NA,1,0,5727,2125,2761,NA,NA,2.63578963279724,0.794253736734382,0.975471985340119,8539.8
"3358",2868,"Buenos Aires","Salliquelo",1102,1995,NA,0,1,5731,1911,2721,NA,NA,2.77485179901123,0.794253736734382,0.975471985340119,8539.8
"3359",12901,"Buenos Aires","Saliquelo",1102,1997,NA,1,0,5832,2875,2692,NA,NA,2.19042634963989,0.798456805944434,0.977237987518311,8587.2
"3360",3404,"Buenos Aires","Saliquelo",1102,1999,NA,0,1,6094,3308,2245,NA,NA,2.30543780326843,0.802659875154485,0.979003989696503,8634.6
"3361",13431,"Buenos Aires","Saliquelo",1102,1999,NA,1,0,6094,3237,2282,NA,NA,2.34922504425049,0.802659875154485,0.979003989696503,8634.6
"3362",13973,"Buenos Aires","Salliquelo",1102,2001,NA,1,0,4688,1539,1835,NA,NA,3.48622012138367,0.806862944364537,0.980769991874695,8682
"3363",17368,"Buenos Aires","Salliquelo",1102,2003,NA,1,0,5830,2558,2163,NA,16,2.93191599845886,0.811066013574588,0.982535994052887,8729.59479661023
"3364",4311,"Buenos Aires","Saliquelo",1102,2003,NA,0,1,5625,169,2669,19,NA,6.16978931427002,0.811066013574588,0.982535994052887,8729.59479661023
"3365",6028,"Buenos Aires","Salto",1103,1914,NA,1,0,1035,376,NA,0,659,1.86087357997894,0.445838987827301,0.61614260558159,14660
"3366",6209,"Buenos Aires","Salto",1103,1916,NA,1,0,1496,439,NA,11,1046,1.73899686336517,0.436525395422271,0.628660023212433,15331.8787878788
"3367",6521,"Buenos Aires","Salto",1103,1918,NA,1,0,1611,965,NA,0,646,1.9245400428772,0.42721180301724,0.641177440843276,16003.7575757576
"3368",6780,"Buenos Aires","Salto",1103,1920,NA,1,0,1194,565,NA,53,576,2.18050503730774,0.41789821061221,0.653694858474116,16675.6363636364
"3369",118,"Buenos Aires","Salto",1103,1922,NA,0,1,1193,795,NA,3,395,1.80601823329926,0.408584618207179,0.666212276104959,17347.5151515151
"3370",7058,"Buenos Aires","Salto",1103,1926,NA,1,0,1261,699,NA,36,519,2.09417390823364,0.38995743339712,0.691247111366641,18691.2727272727
"3371",454,"Buenos Aires","Salto",1103,1928,NA,0,1,2309,1419,NA,6,817,2.18387413024902,0.380643840992089,0.703764528997484,19363.1515151515
"3372",7430,"Buenos Aires","Salto",1103,1930,NA,1,0,1815,899,NA,46,870,2.10195827484131,0.371330248587059,0.716281946628325,20035.0303030303
"3373",911,"Buenos Aires","Salto",1103,1946,NA,0,1,4676,1853,2509,NA,314,2.22492504119873,0.296821509346817,0.816421287675059,25410.0606060605
"3374",14994,"Buenos Aires","Salto",1103,1948,3,1,0,3822,972,2060,23,667,2.59054207801819,0.304656812777889,0.825893406163563,25454.2307692309
"3375",15291,"Buenos Aires","Salto",1103,1948,12,1,0,3315,986,2146,NA,NA,1.96285879611969,0.304656812777889,0.825893406163563,25454.2307692309
"3376",7893,"Buenos Aires","Salto",1103,1954,NA,1,0,10764,3710,5526,24,1314,2.51618027687073,0.379609410579391,0.845173864202066,23703.6153846155
"3377",14517,"Buenos Aires","Salto",1103,1957,NA,1,0,11317,6741,2374,158,1339,4.41716718673706,0.417085709480141,0.854814093221318,22828.3076923077
"3378",1363,"Buenos Aires","Salto",1103,1958,NA,0,1,11988,8480,114,135,959,3.49504137039185,0.429577809113724,0.858027502894402,22536.5384615385
"3379",15593,"Buenos Aires","Salto",1103,1960,NA,1,0,11458,5840,2218,NA,229,4.68182373046875,0.45456200838089,0.86445432224057,21953
"3380",8327,"Buenos Aires","Salto",1103,1962,NA,1,0,11958,6509,3415,NA,61,3.99501514434814,0.492197692394257,0.870881141586738,22090.2
"3381",5538,"Buenos Aires","Salto",1103,1963,NA,0,1,11672,6182,2187,NA,563,5.24662113189697,0.51101553440094,0.874094551259821,22158.8
"3382",15990,"Buenos Aires","Salto",1103,1963,NA,1,0,11398,6193,1921,NA,553,5.19508790969849,0.51101553440094,0.874094551259821,22158.8
"3383",8760,"Buenos Aires","Salto",1103,1965,NA,1,0,12040,5272,4094,NA,150,4.30649471282959,0.548651218414307,0.880521370605989,22296
"3384",16462,"Buenos Aires","Salto",1103,1973,3,1,0,14001,4179,6291,NA,NA,3.2064962387085,0.666096317768098,0.906228647990661,23552.2
"3385",4485,"Buenos Aires","Salto",1103,1973,3,0,1,14043,4062,6313,NA,NA,3.22789120674133,0.666096317768098,0.906228647990661,23552.2
"3386",5022,"Buenos Aires","Salto",1103,1973,9,0,1,13777,3784,6763,NA,NA,2.95326828956604,0.666096317768098,0.906228647990661,23552.2
"3387",9195,"Buenos Aires","Salto",1103,1983,NA,1,0,16233,8291,6231,NA,NA,2.43472027778625,0.743949282169341,0.938362744721499,26281.6363636364
"3388",1809,"Buenos Aires","Salto",1103,1983,NA,0,1,16262,8466,6446,NA,NA,2.32585549354553,0.743949282169341,0.938362744721499,26281.6363636364
"3389",9720,"Buenos Aires","Salto",1103,1985,NA,1,0,16233,7034,1687,NA,63,3.64273643493652,0.759519875049589,0.944789564067667,26680.7272727272
"3390",10246,"Buenos Aires","Salto",1103,1987,NA,1,0,17026,6323,7789,NA,NA,2.83086705207825,0.775090467929838,0.951216383413835,27079.8181818182
"3391",10703,"Buenos Aires","Salto",1103,1989,NA,1,0,17411,5512,8417,NA,NA,3.08347320556641,0.790661060810086,0.957643202760003,27478.9090909091
"3392",2263,"Buenos Aires","Salto",1103,1989,NA,0,1,17463,5910,8627,NA,NA,2.94355511665344,0.790661060810086,0.957643202760003,27478.9090909091
"3393",11303,"Buenos Aires","Salto",1103,1991,NA,1,0,17149,3055,9218,NA,2,2.99722766876221,0.806231653690334,0.964070022106171,27878
"3394",11831,"Buenos Aires","Salto",1103,1993,NA,1,0,17667,4596,8529,NA,NA,3.17554688453674,0.821802246570583,0.966838014125824,28140.2
"3395",2869,"Buenos Aires","Salto",1103,1995,NA,0,1,18152,2878,8251,NA,NA,3.05436062812805,0.837372839450831,0.969606006145478,28402.4
"3396",12368,"Buenos Aires","Salto",1103,1995,NA,1,0,18092,3367,8439,NA,NA,3.16822147369385,0.837372839450831,0.969606006145478,28402.4
"3397",12902,"Buenos Aires","Salto",1103,1997,NA,1,0,18092,7725,8604,NA,NA,2.43842196464539,0.852943432331079,0.972373998165131,28664.6
"3398",13432,"Buenos Aires","Salto",1103,1999,NA,1,0,18836,7527,7562,NA,NA,3.03938412666321,0.868514025211327,0.975141990184784,28926.8
"3399",3405,"Buenos Aires","Salto",1103,1999,NA,0,1,18914,8086,7527,NA,NA,2.86700534820557,0.868514025211327,0.975141990184784,28926.8
"3400",13974,"Buenos Aires","Salto",1103,2001,NA,1,0,13350,2586,6721,NA,NA,3.23753905296326,0.884084618091576,0.977909982204437,29189
"3401",17282,"Buenos Aires","Salto",1103,2003,NA,1,0,16963,982,6660,NA,125,3.81020021438599,0.899655210971824,0.98067797422409,29452.9771130475
"3402",4228,"Buenos Aires","Salto",1103,2003,NA,0,1,18424,279,10574,114,NA,5.7880859375,0.899655210971824,0.98067797422409,29452.9771130475
"3403",6029,"Buenos Aires","San Andres de Giles",1104,1914,NA,1,0,1310,205,NA,4,1101,1.36823666095734,0.273053288459778,0.655637419992875,11712
"3404",6210,"Buenos Aires","San Andres de Giles",1104,1916,NA,1,0,1555,810,NA,2,743,2.0014226436615,0.279550313949585,0.669900000095367,11867.0303030303
"3405",6522,"Buenos Aires","San Andres de Giles",1104,1918,NA,1,0,1592,936,NA,5,651,1.94970464706421,0.286047339439392,0.684162580197858,12022.0606060606
"3406",6781,"Buenos Aires","San Andres de Giles",1104,1920,NA,1,0,1538,805,NA,6,727,2.01042342185974,0.292544364929199,0.698425160300348,12177.0909090909
"3407",119,"Buenos Aires","San Andres de Giles",1104,1922,NA,0,1,1880,1078,NA,10,792,1.9751341342926,0.299041390419006,0.712687740402838,12332.1212121212
"3408",7059,"Buenos Aires","San Andres de Giles",1104,1926,NA,1,0,882,871,NA,11,0,1.02525424957275,0.312035441398621,0.741212900607817,12642.1818181818
"3409",455,"Buenos Aires","San Andres de Giles",1104,1928,NA,0,1,2511,1245,NA,0,1228,2.06086540222168,0.318532466888428,0.755475480710308,12797.2121212121
"3410",7431,"Buenos Aires","San Andres de Giles",1104,1930,NA,1,0,3066,1588,NA,0,1478,1.99742889404297,0.325029492378235,0.769738060812797,12952.2424242424
"3411",912,"Buenos Aires","San Andres de Giles",1104,1946,NA,0,1,3646,1925,1457,NA,264,2.25380349159241,0.377005696296692,0.883838701632715,14192.4848484849
"3412",14995,"Buenos Aires","San Andres de Giles",1104,1948,3,1,0,3674,1188,2057,13,370,2.33462381362915,0.390126452996181,0.892427719452164,14313.6153846154
"3413",15292,"Buenos Aires","San Andres de Giles",1104,1948,12,1,0,3166,976,2080,NA,NA,1.89526927471161,0.390126452996181,0.892427719452164,14313.6153846154
"3414",7894,"Buenos Aires","San Andres de Giles",1104,1954,NA,1,0,8081,2735,4742,10,457,2.16322159767151,0.449359916723694,0.901174086061391,14575.3076923077
"3415",14518,"Buenos Aires","San Andres de Giles",1104,1957,NA,1,0,7991,4913,1783,91,383,4.14895009994507,0.478976648587448,0.905547269366004,14706.1538461538
"3416",1364,"Buenos Aires","San Andres de Giles",1104,1958,NA,0,1,8830,6694,45,52,62,3.24836444854736,0.488848892542034,0.907004997134209,14749.7692307692
"3417",15594,"Buenos Aires","San Andres de Giles",1104,1960,NA,1,0,8384,4550,2751,NA,106,3.77998495101929,0.508593380451202,0.909920452670617,14837
"3418",8328,"Buenos Aires","San Andres de Giles",1104,1962,NA,1,0,8859,5185,2071,NA,26,4.12110376358032,0.522924721240997,0.912835908207026,14956.2
"3419",5540,"Buenos Aires","San Andres de Giles",1104,1963,NA,0,1,8477,5538,1613,NA,167,3.95838475227356,0.530090391635895,0.914293635975231,15015.8
"3420",15992,"Buenos Aires","San Andres de Giles",1104,1963,NA,1,0,8129,5505,1549,NA,154,3.71777367591858,0.530090391635895,0.914293635975231,15015.8
"3421",8762,"Buenos Aires","San Andres de Giles",1104,1965,NA,1,0,9010,4189,3135,NA,40,3.89564204216003,0.54442173242569,0.91720909151164,15135
"3422",4487,"Buenos Aires","San Andres de Giles",1104,1973,3,0,1,9872,2824,5841,NA,NA,2.28947162628174,0.586600661277771,0.928870913657275,15709
"3423",16464,"Buenos Aires","San Andres de Giles",1104,1973,3,1,0,9860,2871,5796,NA,NA,2.30530309677124,0.586600661277771,0.928870913657275,15709
"3424",5023,"Buenos Aires","San Andres de Giles",1104,1973,9,0,1,9542,3046,4656,NA,NA,2.81747579574585,0.586600661277771,0.928870913657275,15709
"3425",1810,"Buenos Aires","San Andres de Giles",1104,1983,NA,0,1,10621,5969,3949,NA,NA,2.19713616371155,0.607769250869751,0.94344819133932,16884.5454545455
"3426",9196,"Buenos Aires","San Andres de Giles",1104,1983,NA,1,0,10596,5830,3905,NA,NA,2.27185821533203,0.607769250869751,0.94344819133932,16884.5454545455
"3427",9721,"Buenos Aires","San Andres de Giles",1104,1985,NA,1,0,10436,5175,658,NA,33,2.91203594207764,0.612002968788147,0.946363646875728,17238.9090909091
