"","recid","province","department","dcode","year","month","dip","pres","total","ucr","pj","soc","con","enp","urb","lit","pop"
"1",6046,"Buenos Aires","25 de Mayo",1000,1914,NA,1,0,1446,724,NA,0,722,1.99999618530273,0.294494092464447,0.563029708400848,31094
"2",6227,"Buenos Aires","25 de Mayo",1000,1916,NA,1,0,2725,1358,NA,38,1329,2.0559070110321,0.295388541438363,0.579200029373169,31598.6060606061
"3",6539,"Buenos Aires","25 de Mayo",1000,1918,NA,1,0,2698,1863,NA,35,800,1.77023696899414,0.296282990412279,0.595370350345489,32103.2121212122
"4",6798,"Buenos Aires","25 de Mayo",1000,1920,NA,1,0,2664,1620,NA,42,1002,1.95497727394104,0.297177439386194,0.611540671317808,32607.8181818182
"5",136,"Buenos Aires","25 de Mayo",1000,1922,NA,0,1,2097,1584,NA,8,505,1.59087491035461,0.29807188836011,0.627710992290128,33112.4242424243
"6",7076,"Buenos Aires","25 de Mayo",1000,1926,NA,1,0,1863,1391,NA,53,417,1.6436812877655,0.299860786307942,0.660051634234767,34121.6363636364
"7",472,"Buenos Aires","25 de Mayo",1000,1928,NA,0,1,5553,2944,NA,8,2423,2.6409318447113,0.300755235281858,0.676221955207087,34626.2424242424
"8",7448,"Buenos Aires","25 de Mayo",1000,1930,NA,1,0,5239,2392,NA,23,2824,2.00385355949402,0.301649684255773,0.692392276179406,35130.8484848485
"9",929,"Buenos Aires","25 de Mayo",1000,1946,NA,0,1,8808,2699,5878,NA,231,1.85206496715546,0.3088052760471,0.821754843957963,39167.696969697
"10",14900,"Buenos Aires","25 de Mayo",1000,1948,3,1,0,6350,1340,4184,64,572,2.05195021629333,0.328972729352806,0.83268023214557,39075.8461538461
"11",15197,"Buenos Aires","25 de Mayo",1000,1948,12,1,0,6765,1120,5196,NA,NA,1.61340439319611,0.328972729352806,0.83268023214557,39075.8461538461
"12",7911,"Buenos Aires","25 de Mayo",1000,1954,NA,1,0,19509,4708,13222,95,1022,1.92079675197601,0.447294102265289,0.849721598354253,37010.923076923
"13",14532,"Buenos Aires","25 de Mayo",1000,1957,NA,1,0,19281,12232,3804,314,1618,4.15674018859863,0.506454788721527,0.858242281458595,35978.4615384615
"14",1381,"Buenos Aires","25 de Mayo",1000,1958,NA,0,1,20144,15144,168,127,642,3.23251700401306,0.526175017540275,0.861082509160042,35634.3076923076
"15",15611,"Buenos Aires","25 de Mayo",1000,1960,NA,1,0,19338,9971,4501,NA,283,4.69631290435791,0.565615475177765,0.866762964562937,34946
"16",8345,"Buenos Aires","25 de Mayo",1000,1962,NA,1,0,20125,8994,7268,NA,117,4.08661699295044,0.562896239757538,0.872443419965832,34756.2
"17",16009,"Buenos Aires","25 de Mayo",1000,1963,NA,1,0,16468,8482,2836,NA,692,5.04114627838135,0.561536622047424,0.875283647667279,34661.3
"18",5557,"Buenos Aires","25 de Mayo",1000,1963,NA,0,1,19892,8702,2892,NA,705,7.13259696960449,0.561536622047424,0.875283647667279,34661.3
"19",8779,"Buenos Aires","25 de Mayo",1000,1965,NA,1,0,19883,8216,7733,NA,182,3.78592395782471,0.558817386627197,0.880964103070172,34471.5
"20",16481,"Buenos Aires","25 de Mayo",1000,1973,3,1,0,21905,7078,10348,NA,NA,2.9749927520752,0.5722780585289,0.903685924681751,34150.6
"21",4504,"Buenos Aires","25 de Mayo",1000,1973,3,0,1,21951,6933,10340,NA,NA,3.00383615493774,0.5722780585289,0.903685924681751,34150.6
"22",5042,"Buenos Aires","25 de Mayo",1000,1973,9,0,1,21338,6376,10530,NA,NA,2.84791016578674,0.5722780585289,0.903685924681751,34150.6
"23",9092,"Buenos Aires","25 de Mayo",1000,1983,NA,1,0,22569,12068,8166,NA,NA,2.38894414901733,0.639807260036472,0.932088201696223,34438.9090909091
"24",1706,"Buenos Aires","25 de Mayo",1000,1983,NA,0,1,22614,12370,8401,NA,NA,2.281094789505,0.639807260036472,0.932088201696223,34438.9090909091
"25",9617,"Buenos Aires","25 de Mayo",1000,1985,NA,1,0,21785,10810,1443,NA,3,2.97800493240356,0.653313100337988,0.937768657099117,34392.1818181818
"26",10143,"Buenos Aires","25 de Mayo",1000,1987,NA,1,0,22384,9208,8979,NA,NA,2.9449508190155,0.666818940639503,0.943449112502011,34345.4545454545
"27",10726,"Buenos Aires","25 de Mayo",1000,1989,NA,1,0,22353,6988,10173,NA,NA,3.19218444824219,0.680324780941019,0.949129567904906,34298.7272727273
"28",2286,"Buenos Aires","25 de Mayo",1000,1989,NA,0,1,22443,7799,10484,NA,NA,3.05062460899353,0.680324780941019,0.949129567904906,34298.7272727273
"29",11199,"Buenos Aires","25 de Mayo",1000,1991,NA,1,0,21716,5858,10341,NA,57,3.19691395759583,0.693830621242535,0.9548100233078,34252
"30",11728,"Buenos Aires","25 de Mayo",1000,1993,NA,1,0,21694,6465,10177,NA,NA,3.08278393745422,0.707336461544051,0.958140015602112,34377
"31",2759,"Buenos Aires","25 de Mayo",1000,1995,NA,0,1,21828,3826,10683,NA,NA,2.99836730957031,0.720842301845567,0.961470007896423,34502
"32",12258,"Buenos Aires","25 de Mayo",1000,1995,NA,1,0,21690,4375,10675,NA,NA,3.08052825927734,0.720842301845567,0.961470007896423,34502
"33",12795,"Buenos Aires","25 de Mayo",1000,1997,NA,1,0,23322,9159,10745,NA,NA,2.68291258811951,0.734348142147082,0.964800000190735,34627
"34",3425,"Buenos Aires","25 de Mayo",1000,1999,NA,0,1,23083,10832,8095,NA,NA,2.84462571144104,0.747853982448598,0.968129992485046,34752
"35",13452,"Buenos Aires","25 de Mayo",1000,1999,NA,1,0,23001,10400,7929,NA,NA,2.9886589050293,0.747853982448598,0.968129992485046,34752
"36",13994,"Buenos Aires","25 de Mayo",1000,2001,NA,1,0,14423,3115,5867,NA,NA,4.10324144363403,0.761359822750114,0.971459984779358,34877
"37",17381,"Buenos Aires","25 de Mayo",1000,2003,NA,1,0,20760,6450,6968,NA,130,4.10184669494629,0.77486566305163,0.974789977073669,35002.3368068653
"38",4323,"Buenos Aires","25 de Mayo",1000,2003,NA,0,1,21996,600,11677,148,NA,6.29737329483032,0.77486566305163,0.974789977073669,35002.3368068653
"39",6045,"Buenos Aires","3 de Febrero",1001,1914,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"40",6226,"Buenos Aires","3 de Febrero",1001,1916,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"41",6538,"Buenos Aires","3 de Febrero",1001,1918,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"42",6797,"Buenos Aires","3 de Febrero",1001,1920,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"43",135,"Buenos Aires","3 de Febrero",1001,1922,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"44",7075,"Buenos Aires","3 de Febrero",1001,1926,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"45",471,"Buenos Aires","3 de Febrero",1001,1928,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"46",7447,"Buenos Aires","3 de Febrero",1001,1930,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"47",928,"Buenos Aires","3 de Febrero",1001,1946,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,227461.213081708
"48",7910,"Buenos Aires","3 de Febrero",1001,1954,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,247345.311442048
"49",1380,"Buenos Aires","3 de Febrero",1001,1958,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,257929.994138296
"50",15610,"Buenos Aires","3 de Febrero",1001,1960,NA,1,0,109995,35419,45379,NA,11354,4.57505321502686,1,NA,263391
"51",8344,"Buenos Aires","3 de Febrero",1001,1962,NA,1,0,111548,38045,51376,NA,2945,3.63833022117615,NA,NA,268938.419354838
"52",5556,"Buenos Aires","3 de Febrero",1001,1963,NA,0,1,116346,49555,26283,NA,15421,6.52805328369141,NA,NA,271712.129032258
"53",16008,"Buenos Aires","3 de Febrero",1001,1963,NA,1,0,114715,49095,24568,NA,15026,6.52560091018677,NA,NA,271712.129032258
"54",8778,"Buenos Aires","3 de Febrero",1001,1965,NA,1,0,113271,35825,58822,NA,6182,3.15045261383057,NA,NA,277259.548387096
"55",4503,"Buenos Aires","3 de Febrero",1001,1973,3,0,1,151103,21944,84350,NA,NA,2.75553774833679,NA,NA,299449.225806451
"56",16480,"Buenos Aires","3 de Febrero",1001,1973,3,1,0,150589,21120,83585,NA,NA,2.84712529182434,NA,NA,299449.225806451
"57",4972,"Buenos Aires","3 de Febrero",1001,1973,9,0,1,150686,29221,89982,NA,NA,2.43802905082703,NA,NA,299449.225806451
"58",9212,"Buenos Aires","Tres de Febrero",1001,1983,NA,1,0,175831,83209,67243,NA,NA,2.67100977897644,NA,NA,327186.322580645
"59",1826,"Buenos Aires","Tres de Febrero",1001,1983,NA,0,1,176759,88031,72776,NA,NA,2.38126373291016,NA,NA,327186.322580645
"60",9737,"Buenos Aires","Tres de Febrero",1001,1985,NA,1,0,174096,66917,14781,NA,1131,4.09106397628784,NA,NA,332733.741935483
"61",10263,"Buenos Aires","Tres de Febrero",1001,1987,NA,1,0,177001,61954,77661,NA,NA,3.09200978279114,NA,NA,338281.161290322
"62",2354,"Buenos Aires","Tres de Febrero",1001,1989,NA,0,1,183080,58223,93199,NA,NA,2.87622094154358,NA,NA,343828.580645161
"63",10794,"Buenos Aires","Tres de Febrero",1001,1989,NA,1,0,182141,49651,88434,NA,NA,3.18588638305664,NA,NA,343828.580645161
"64",11320,"Buenos Aires","Tres de Febrero",1001,1991,NA,1,0,174998,34576,70710,NA,8,4.38876914978027,NA,0.979849994182587,349376
"65",11848,"Buenos Aires","Tres de Febrero",1001,1993,NA,1,0,179267,39713,81329,NA,NA,3.61271405220032,NA,NA,354990.187418058
"66",12386,"Buenos Aires","Tres de Febrero",1001,1995,NA,1,0,188328,24785,90807,NA,NA,2.99801325798035,NA,NA,360694.590249783
"67",2887,"Buenos Aires","Tres de Febrero",1001,1995,NA,0,1,189138,18214,91802,NA,NA,2.77618980407715,NA,NA,360694.590249783
"68",12921,"Buenos Aires","3 de Febrero",1001,1997,NA,1,0,189245,97400,68478,NA,NA,2.51306200027466,NA,NA,366490.658183304
"69",3423,"Buenos Aires","3 de Febrero",1001,1999,NA,0,1,199584,88958,63900,NA,NA,3.17656588554382,NA,NA,372379.864202059
"70",13450,"Buenos Aires","3 de Febrero",1001,1999,NA,1,0,197876,84054,61180,NA,NA,3.45679712295532,NA,NA,372379.864202059
"71",13991,"Buenos Aires","Tres de Febrero",1001,2001,NA,1,0,131696,16722,44392,NA,NA,5.18246936798096,NA,NA,378363.704959127
"72",4201,"Buenos Aires","3 de Febrero",1001,2003,NA,0,1,191756,1065,103032,2893,NA,6.45456218719482,NA,NA,384443.701157582
"73",17260,"Buenos Aires","3 de Febrero",1001,2003,NA,1,0,171008,5146,65778,NA,2537,5.19650554656982,NA,NA,384443.701157582
"74",6011,"Buenos Aires","9 de Julio",1002,1914,NA,1,0,1439,671,NA,81,687,2.22952795028687,0.408952206373215,0.630611267782026,29490
"75",6192,"Buenos Aires","9 de Julio",1002,1916,NA,1,0,2271,1149,NA,0,1122,1.99971723556519,0.405456926786538,0.643549978733063,30145.4545454546
"76",6504,"Buenos Aires","9 de Julio",1002,1918,NA,1,0,2619,1416,NA,67,1136,2.07850790023804,0.401961647199862,0.656488689684098,30800.9090909092
"77",6763,"Buenos Aires","9 de Julio",1002,1920,NA,1,0,2222,915,NA,99,1208,2.14079070091248,0.398466367613185,0.669427400635135,31456.3636363636
"78",101,"Buenos Aires","9 de Julio",1002,1922,NA,0,1,1851,1606,NA,120,125,1.31309247016907,0.394971088026509,0.68236611158617,32111.8181818182
"79",7041,"Buenos Aires","9 de Julio",1002,1926,NA,1,0,1641,1082,NA,168,346,2.03899717330933,0.387980528853156,0.708243533488243,33422.7272727273
"80",437,"Buenos Aires","9 de Julio",1002,1928,NA,0,1,5126,2510,NA,228,2266,2.92664575576782,0.38448524926648,0.721182244439278,34078.1818181819
"81",7413,"Buenos Aires","9 de Julio",1002,1930,NA,1,0,5539,2607,NA,242,2690,2.17729592323303,0.380989969679804,0.734120955390315,34733.6363636364
"82",894,"Buenos Aires","9 de Julio",1002,1946,NA,0,1,8981,3213,5685,NA,83,1.8911919593811,0.353027732986392,0.837630642998603,39977.2727272728
"83",14902,"Buenos Aires","9 de Julio",1002,1948,3,1,0,6525,2095,4047,164,123,2.04522705078125,0.365031815492188,0.846973634578966,40149.4615384615
"84",15199,"Buenos Aires","9 de Julio",1002,1948,12,1,0,7360,1877,5140,NA,NA,1.8053719997406,0.365031815492188,0.846973634578966,40149.4615384615
"85",7876,"Buenos Aires","9 de Julio",1002,1954,NA,1,0,19456,5916,11624,45,1517,2.19431018829346,0.447542149287003,0.864215451208028,39216.2307692308
"86",14500,"Buenos Aires","9 de Julio",1002,1957,NA,1,0,19717,10682,4654,388,2609,4.93288135528564,0.48879731618441,0.87283635952256,38749.6153846154
"87",1346,"Buenos Aires","9 de Julio",1002,1958,NA,0,1,20700,15781,121,255,1043,3.08603143692017,0.502549038483547,0.875709995627403,38594.0769230769
"88",15576,"Buenos Aires","9 de Julio",1002,1960,NA,1,0,20502,9428,6084,NA,260,4.80096864700317,0.530052483081818,0.881457267837091,38283
"89",8310,"Buenos Aires","9 de Julio",1002,1962,NA,1,0,21503,9087,7604,NA,108,4.13487529754639,0.539602065086365,0.887204540046779,38289.6
"90",15973,"Buenos Aires","9 de Julio",1002,1963,NA,1,0,20996,10522,4308,NA,971,4.84880113601685,0.544376856088638,0.890078176151623,38292.9
"91",5521,"Buenos Aires","9 de Julio",1002,1963,NA,0,1,21323,10478,4210,NA,1030,5.09847354888916,0.544376856088638,0.890078176151623,38292.9
"92",8743,"Buenos Aires","9 de Julio",1002,1965,NA,1,0,21941,8725,8135,NA,343,3.79707360267639,0.553926438093185,0.89582544836131,38299.5
"93",4468,"Buenos Aires","9 de Julio",1002,1973,3,0,1,24849,8309,11497,NA,NA,2.93071818351746,0.611784249544144,0.918814537200062,39339
"94",16445,"Buenos Aires","9 de Julio",1002,1973,3,1,0,24814,8514,11559,NA,NA,2.91274333000183,0.611784249544144,0.918814537200062,39339
"95",5005,"Buenos Aires","9 de Julio",1002,1973,9,0,1,24291,7868,11939,NA,NA,2.77002501487732,0.611784249544144,0.918814537200062,39339
"96",9093,"Buenos Aires","9 de Julio",1002,1983,NA,1,0,27525,14489,10229,NA,NA,2.39898133277893,0.725063771009445,0.947550898248499,42351.9090909091
"97",1707,"Buenos Aires","9 de Julio",1002,1983,NA,0,1,27586,14859,10408,NA,NA,2.30588412284851,0.725063771009445,0.947550898248499,42351.9090909091
"98",9618,"Buenos Aires","9 de Julio",1002,1985,NA,1,0,27456,12759,1197,NA,64,2.82738447189331,0.747719675302505,0.953298170458187,42769.1818181818
"99",10144,"Buenos Aires","9 de Julio",1002,1987,NA,1,0,28036,12489,11783,NA,NA,2.63750267028809,0.770375579595566,0.959045442667875,43186.4545454545
"100",10727,"Buenos Aires","9 de Julio",1002,1989,NA,1,0,28409,9493,13681,NA,NA,2.91347074508667,0.793031483888626,0.964792714877563,43603.7272727272
"101",2287,"Buenos Aires","9 de Julio",1002,1989,NA,0,1,28478,10800,14063,NA,NA,2.73178243637085,0.793031483888626,0.964792714877563,43603.7272727272
"102",11200,"Buenos Aires","9 de Julio",1002,1991,NA,1,0,27986,7506,13192,NA,48,3.23908424377441,0.815687388181686,0.97053998708725,44021
"103",11729,"Buenos Aires","9 de Julio",1002,1993,NA,1,0,28270,8682,13104,NA,NA,3.10484457015991,0.838343292474747,0.972733986377716,44416.4
"104",2760,"Buenos Aires","9 de Julio",1002,1995,NA,0,1,28937,5597,13879,NA,NA,2.98127889633179,0.860999196767807,0.974927985668183,44811.8
"105",12259,"Buenos Aires","9 de Julio",1002,1995,NA,1,0,28828,6548,14185,NA,NA,3.01185655593872,0.860999196767807,0.974927985668183,44811.8
"106",12879,"Buenos Aires","9 de Julio",1002,1997,NA,1,0,29272,13306,13123,NA,NA,2.43838238716125,0.883655101060867,0.977121984958649,45207.2
"107",3384,"Buenos Aires","9 de Julio",1002,1999,NA,0,1,30979,14296,10472,NA,NA,2.94795060157776,0.906311005353928,0.979315984249115,45602.6
"108",13411,"Buenos Aires","9 de Julio",1002,1999,NA,1,0,30825,13637,10378,NA,NA,3.12074184417725,0.906311005353928,0.979315984249115,45602.6
"109",13956,"Buenos Aires","9 de Julio",1002,2001,NA,1,0,18395,3186,7627,NA,NA,4.16927671432495,0.928966909646988,0.981509983539581,45998
"110",4264,"Buenos Aires","9 de Julio",1002,2003,NA,0,1,29562,638,15904,324,NA,5.80311870574951,0.951622813940048,0.983703982830047,46395.9638387568
"111",17321,"Buenos Aires","9 de Julio",1002,2003,NA,1,0,27357,4847,10387,NA,156,4.76945400238037,0.951622813940048,0.983703982830047,46395.9638387568
"112",5932,"Buenos Aires","Adolfo Alsina",1003,1914,NA,1,0,702,297,NA,15,390,2.04879140853882,0.508131682872772,0.616537755535493,14880
"113",6113,"Buenos Aires","Adolfo Alsina",1003,1916,NA,1,0,1045,508,NA,25,512,2.09668946266174,0.500388483206431,0.630890011787415,15349.5757575757
"114",6425,"Buenos Aires","Adolfo Alsina",1003,1918,NA,1,0,997,784,NA,28,185,1.53003311157227,0.492645283540091,0.645242268039334,15819.1515151515
"115",6684,"Buenos Aires","Adolfo Alsina",1003,1920,NA,1,0,699,452,NA,104,143,2.07413125038147,0.484902083873749,0.659594524291254,16288.7272727272
"116",22,"Buenos Aires","Adolfo Alsina",1003,1922,NA,0,1,920,668,NA,60,192,1.73910176753998,0.477158884207408,0.673946780543174,16758.303030303
"117",6962,"Buenos Aires","Adolfo Alsina",1003,1926,NA,1,0,798,639,NA,84,75,1.51259136199951,0.461672484874725,0.702651293047014,17697.4545454545
"118",358,"Buenos Aires","Adolfo Alsina",1003,1928,NA,0,1,2064,1549,NA,86,354,1.6814649105072,0.453929285208384,0.717003549298934,18167.0303030303
"119",7334,"Buenos Aires","Adolfo Alsina",1003,1930,NA,1,0,1896,1128,NA,92,676,2.06857299804688,0.446186085542044,0.731355805550853,18636.606060606
"120",815,"Buenos Aires","Adolfo Alsina",1003,1946,NA,0,1,4003,1780,2179,NA,44,2.02364826202393,0.384240488211314,0.84617385556621,22393.2121212121
"121",14903,"Buenos Aires","Adolfo Alsina",1003,1948,3,1,0,3079,983,1820,51,32,2.19870257377625,0.385583111873039,0.855843619866805,22495.6923076923
"122",15200,"Buenos Aires","Adolfo Alsina",1003,1948,12,1,0,2858,622,2068,NA,NA,1.74545788764954,0.385583111873039,0.855843619866805,22495.6923076923
"123",7797,"Buenos Aires","Adolfo Alsina",1003,1954,NA,1,0,7835,2075,4944,32,578,2.10915780067444,0.416868452842419,0.870805436914617,21701.8461538462
"124",14426,"Buenos Aires","Adolfo Alsina",1003,1957,NA,1,0,9306,4822,1446,456,1192,5.79939460754395,0.432511123327108,0.878286345438524,21304.9230769231
"125",1267,"Buenos Aires","Adolfo Alsina",1003,1958,NA,0,1,10016,6677,55,346,115,3.91387486457825,0.437725346822004,0.880779981613159,21172.6153846154
"126",15498,"Buenos Aires","Adolfo Alsina",1003,1960,NA,1,0,9414,4491,2362,NA,301,4.82280015945435,0.448153793811798,0.88576725396243,20908
"127",8231,"Buenos Aires","Adolfo Alsina",1003,1962,NA,1,0,9760,3821,2735,NA,174,4.60338735580444,0.453579837083816,0.890754526311701,20792.6
"128",5440,"Buenos Aires","Adolfo Alsina",1003,1963,NA,0,1,9864,4948,2072,NA,570,5.36093235015869,0.456292858719825,0.893248162486336,20734.9
"129",15892,"Buenos Aires","Adolfo Alsina",1003,1963,NA,1,0,9188,4974,1798,NA,530,4.87494802474976,0.456292858719825,0.893248162486336,20734.9
"130",8662,"Buenos Aires","Adolfo Alsina",1003,1965,NA,1,0,9798,3740,2742,NA,143,4.84414672851562,0.461718901991844,0.898235434835607,20619.5
"131",16365,"Buenos Aires","Adolfo Alsina",1003,1973,3,1,0,11235,2830,5302,NA,NA,3.29785180091858,0.495593348145485,0.918184524232691,20077.2
"132",4388,"Buenos Aires","Adolfo Alsina",1003,1973,3,0,1,11255,2843,5344,NA,NA,3.24247932434082,0.495593348145485,0.918184524232691,20077.2
"133",4929,"Buenos Aires","Adolfo Alsina",1003,1973,9,0,1,10889,3161,5418,NA,NA,2.86425137519836,0.495593348145485,0.918184524232691,20077.2
"134",9094,"Buenos Aires","Adolfo Alsina",1003,1983,NA,1,0,11507,6101,4387,NA,NA,2.33614945411682,0.563291141390797,0.943120885979045,19101
"135",1708,"Buenos Aires","Adolfo Alsina",1003,1983,NA,0,1,11528,6256,4515,NA,NA,2.22774481773376,0.563291141390797,0.943120885979045,19101
"136",9619,"Buenos Aires","Adolfo Alsina",1003,1985,NA,1,0,11038,4939,318,NA,30,2.86128640174866,0.576830700039858,0.948108158328316,18845
"137",10145,"Buenos Aires","Adolfo Alsina",1003,1987,NA,1,0,10934,4736,4875,NA,NA,2.56174492835999,0.590370258688919,0.953095430677587,18589
"138",10686,"Buenos Aires","Adolfo Alsina",1003,1989,NA,1,0,10827,4016,5020,NA,NA,2.9265124797821,0.60390981733798,0.958082703026858,18333
"139",2246,"Buenos Aires","Adolfo Alsina",1003,1989,NA,0,1,10849,4256,5124,NA,NA,2.80470585823059,0.60390981733798,0.958082703026858,18333
"140",11201,"Buenos Aires","Adolfo Alsina",1003,1991,NA,1,0,10676,3463,5360,NA,0,2.72845602035522,0.617449375987041,0.963069975376129,18077
"141",11730,"Buenos Aires","Adolfo Alsina",1003,1993,NA,1,0,10519,3519,5354,NA,NA,2.65050148963928,0.630988934636102,0.966337978839874,17710.6
"142",12260,"Buenos Aires","Adolfo Alsina",1003,1995,NA,1,0,10672,3029,5351,NA,NA,2.83807516098022,0.644528493285163,0.969605982303619,17344.2
"143",2761,"Buenos Aires","Adolfo Alsina",1003,1995,NA,0,1,10690,2575,5229,NA,NA,2.89809703826904,0.644528493285163,0.969605982303619,17344.2
"144",12797,"Buenos Aires","Adolfo Alsina",1003,1997,NA,1,0,10417,4375,5360,NA,NA,2.26143908500671,0.658068051934224,0.972873985767365,16977.8
"145",3296,"Buenos Aires","Adolfo Alsina",1003,1999,NA,0,1,10941,4756,4615,NA,NA,2.68993949890137,0.671607610583285,0.97614198923111,16611.4
"146",13323,"Buenos Aires","Adolfo Alsina",1003,1999,NA,1,0,10921,4581,4607,NA,NA,2.77678036689758,0.671607610583285,0.97614198923111,16611.4
"147",13874,"Buenos Aires","Adolfo Alsina",1003,2001,NA,1,0,7246,1570,3371,NA,NA,3.43361449241638,0.685147169232346,0.979409992694855,16245
"148",4294,"Buenos Aires","Adolfo Alsina",1003,2003,NA,0,1,10384,177,5675,67,NA,5.24754333496094,0.698686727881407,0.9826779961586,15884.7061131948
"149",17352,"Buenos Aires","Adolfo Alsina",1003,2003,NA,1,0,9973,2328,4800,NA,40,3.29668140411377,0.698686727881407,0.9826779961586,15884.7061131948
"150",5933,"Buenos Aires","Alberti",1004,1914,NA,1,0,542,30,NA,4,508,1.1343115568161,0.288342505693436,0.644481924272352,11143
"151",6114,"Buenos Aires","Alberti",1004,1916,NA,1,0,867,409,NA,7,451,2.02758598327637,0.28986209360036,0.657119989395142,11334.9393939394
"152",6426,"Buenos Aires","Alberti",1004,1918,NA,1,0,914,585,NA,11,318,1.88377118110657,0.291381681507284,0.66975805451793,11526.8787878788
"153",6685,"Buenos Aires","Alberti",1004,1920,NA,1,0,896,571,NA,26,299,1.92929887771606,0.292901269414208,0.682396119640719,11718.8181818182
"154",23,"Buenos Aires","Alberti",1004,1922,NA,0,1,922,650,NA,30,242,1.76379144191742,0.294420857321132,0.695034184763507,11910.7575757576
"155",6963,"Buenos Aires","Alberti",1004,1926,NA,1,0,1022,889,NA,132,0,1.29308474063873,0.297460033134981,0.720310315009087,12294.6363636364
"156",359,"Buenos Aires","Alberti",1004,1928,NA,0,1,1763,1344,NA,11,356,1.6355539560318,0.298979621041905,0.732948380131875,12486.5757575757
"157",7335,"Buenos Aires","Alberti",1004,1930,NA,1,0,2002,1118,NA,10,874,1.99017035961151,0.300499208948829,0.745586445254665,12678.5151515151
"158",816,"Buenos Aires","Alberti",1004,1946,NA,0,1,3113,1209,1811,NA,93,2.04013991355896,0.312655912204222,0.846690966236975,14214.0303030303
"159",14904,"Buenos Aires","Alberti",1004,1948,3,1,0,2787,998,1502,17,241,2.34599161148071,0.32318784411137,0.855705907399004,14138.6923076923
"160",15201,"Buenos Aires","Alberti",1004,1948,12,1,0,2829,1173,1555,NA,NA,2.10630083084106,0.32318784411137,0.855705907399004,14138.6923076923
"161",7798,"Buenos Aires","Alberti",1004,1954,NA,1,0,6820,2991,3576,10,149,2.13734865188599,0.381820671833481,0.871881359002807,13110.8461538461
"162",14427,"Buenos Aires","Alberti",1004,1957,NA,1,0,6399,4310,936,68,741,3.53785800933838,0.411137085694534,0.879969084804709,12596.9230769231
"163",1268,"Buenos Aires","Alberti",1004,1958,NA,0,1,6790,5325,41,53,348,3.11166644096375,0.42090922364822,0.882664993405342,12425.6153846154
"164",15499,"Buenos Aires","Alberti",1004,1960,NA,1,0,6616,3735,1198,NA,81,3.56863331794739,0.440453499555588,0.88805681060661,12083
"165",8232,"Buenos Aires","Alberti",1004,1962,NA,1,0,6652,3488,2242,NA,25,3.2832567691803,0.4567325592041,0.893448627807878,11886.2
"166",15893,"Buenos Aires","Alberti",1004,1963,NA,1,0,6353,3849,763,NA,184,3.43934893608093,0.464872089028358,0.896144536408511,11787.8
"167",5441,"Buenos Aires","Alberti",1004,1963,NA,0,1,6591,3843,812,NA,194,3.70518374443054,0.464872089028358,0.896144536408511,11787.8
"168",8663,"Buenos Aires","Alberti",1004,1965,NA,1,0,6804,3100,2683,NA,49,2.88124132156372,0.481151148676872,0.901536353609779,11591
"169",4389,"Buenos Aires","Alberti",1004,1973,3,0,1,7285,3261,3204,NA,NA,2.51849126815796,0.547884446382522,0.92310362241485,10958.9
"170",16366,"Buenos Aires","Alberti",1004,1973,3,1,0,7271,3305,3206,NA,NA,2.481600522995,0.547884446382522,0.92310362241485,10958.9
"171",4930,"Buenos Aires","Alberti",1004,1973,9,0,1,7136,2828,3300,NA,NA,2.64114427566528,0.547884446382522,0.92310362241485,10958.9
"172",1710,"Buenos Aires","Alberti",1004,1983,NA,0,1,7382,3943,2934,NA,NA,2.25151348114014,0.634669941663748,0.950062708421187,10630.6363636364
"173",9096,"Buenos Aires","Alberti",1004,1983,NA,1,0,7376,3841,2881,NA,NA,2.35218572616577,0.634669941663748,0.950062708421187,10630.6363636364
"174",9621,"Buenos Aires","Alberti",1004,1985,NA,1,0,7053,3090,409,NA,16,3.23728466033936,0.652027040719997,0.955454525622454,10629.7272727273
"175",10147,"Buenos Aires","Alberti",1004,1987,NA,1,0,7334,3259,3131,NA,NA,2.59252572059631,0.669384139776245,0.960846342823722,10628.8181818182
"176",10728,"Buenos Aires","Alberti",1004,1989,NA,1,0,7311,2574,3477,NA,NA,2.88943696022034,0.686741238832493,0.96623816002499,10627.9090909091
"177",2288,"Buenos Aires","Alberti",1004,1989,NA,0,1,7318,2787,3623,NA,NA,2.67280578613281,0.686741238832493,0.96623816002499,10627.9090909091
"178",11203,"Buenos Aires","Alberti",1004,1991,NA,1,0,7191,2727,3188,NA,2,2.86211252212524,0.704098337888741,0.971629977226257,10627
"179",11732,"Buenos Aires","Alberti",1004,1993,NA,1,0,7119,2954,2860,NA,NA,2.93040537834167,0.721455436944989,0.974209976196289,10576.2
"180",12262,"Buenos Aires","Alberti",1004,1995,NA,1,0,7108,2281,3387,NA,NA,2.88055419921875,0.738812536001237,0.976789975166321,10525.4
